nasa_id,lat,lon,elev,fclt,distance_deg
ISS057-E-61,51.4,12.5,-11.0,56.0,15.658082618311889
ISS057-E-62,50.0,22.7,-18.0,56.0,20.593785071430514
ISS057-E-63,49.2,26.6,-21.0,56.0,22.80755388211771
ISS057-E-65,51.0,-7.3,-13.0,56.0,11.40029068283067
ISS057-E-16008,31.4,25.5,-32.0,56.0,24.560896931916538
ISS057-E-35070,37.2,15.4,-11.0,85.0,14.622197958063348
ISS057-E-45642,22.8,-18.4,-10.0,56.0,21.57719060244344
ISS057-E-92576,44.1,-33.0,-21.0,85.0,22.521012580506177
ISS057-E-92577,44.0,-33.0,-21.0,85.0,22.521203311416304
ISS057-E-92578,44.0,-33.0,-21.0,85.0,22.521203311416304
ISS057-E-92579,44.0,-32.9,-21.0,85.0,22.449269754229924
ISS057-E-92580,44.0,-32.8,-21.0,85.0,22.37733595379148
ISS057-E-92581,44.0,-32.8,-21.0,85.0,22.37733595379148
ISS057-E-92582,43.9,-32.8,-21.0,85.0,22.377708328684964
ISS057-E-92583,43.9,-32.7,-21.0,85.0,22.30565421350369
ISS057-E-92584,43.9,-32.7,-21.0,85.0,22.30565421350369
ISS057-E-92622,33.2,20.5,-63.0,85.0,19.98181483887135
ISS057-E-92623,33.2,20.5,-63.0,85.0,19.98181483887135
ISS057-E-92624,33.2,20.6,-63.0,85.0,20.05662758444218
ISS057-E-92625,33.3,20.6,-63.0,85.0,20.012064285516118
ISS057-E-92626,33.3,20.6,-63.0,85.0,20.012064285516118
ISS057-E-92627,33.3,20.7,-63.0,85.0,20.08698186292331
ISS057-E-92628,33.3,20.7,-63.0,85.0,20.08698186292331
ISS057-E-92629,33.3,20.7,-63.0,85.0,20.08698186292331
ISS057-E-92630,33.4,20.8,-63.0,85.0,20.117894733534264
ISS057-E-92631,33.4,20.8,-63.0,85.0,20.117894733534264
ISS057-E-92632,33.4,20.8,-63.0,85.0,20.117894733534264
ISS057-E-92633,33.5,20.9,-63.0,85.0,20.149361940154236
ISS057-E-92634,33.5,20.9,-63.0,85.0,20.149361940154236
ISS057-E-92635,33.5,20.9,-63.0,85.0,20.149361940154236
