nasa_id,lat,lon,elev,fclt,distance_deg
ISS049-E-26493,22.5,19.0,-6.0,65.0,25.553542920850447
ISS049-E-26494,22.5,19.0,-6.0,65.0,25.553542920850447
ISS049-E-26495,22.6,19.1,-6.0,65.0,25.54061240498864
ISS049-E-26496,22.8,19.3,-6.0,65.0,25.516355914364002
ISS049-E-26497,22.8,19.3,-6.0,65.0,25.516355914364002
ISS049-E-26498,24.2,20.5,-7.0,65.0,25.275416267751222
ISS049-E-26499,24.2,20.5,-7.0,65.0,25.275416267751222
ISS049-E-26500,24.3,20.7,-7.0,58.0,25.33659070649968
ISS049-E-26501,24.4,20.7,-7.0,58.0,25.267239692288367
ISS049-E-26502,24.5,20.9,-8.0,58.0,25.329902285023195
ISS049-E-26503,24.6,20.9,-8.0,58.0,25.261168990254863
ISS049-E-26504,24.6,20.9,-8.0,58.0,25.261168990254863
ISS049-E-26514,26.1,22.4,-9.0,78.0,25.28183102865559
ISS049-E-26515,26.1,22.4,-9.0,78.0,25.28183102865559
ISS049-E-28945,51.6,-13.1,-21.0,56.0,13.541287336856156
ISS049-E-32808,51.8,-32.7,-15.0,78.0,23.56108725311993
ISS049-E-32809,51.8,-32.7,-15.0,78.0,23.56108725311993
ISS049-E-32810,51.8,-32.6,-15.0,78.0,23.502389825046905
ISS049-E-32811,51.8,-31.8,-15.0,78.0,23.034361119753296
ISS049-E-32812,51.8,-31.8,-15.0,78.0,23.034361119753296
ISS049-E-32813,51.8,-31.3,-16.0,78.0,22.743308796424436
ISS049-E-32814,51.8,-31.2,-16.0,78.0,22.685239881020745
ISS049-E-32815,51.8,-30.8,-16.0,78.0,22.45345155416741
ISS049-E-32816,51.8,-30.8,-16.0,78.0,22.45345155416741
ISS049-E-32817,51.8,-30.8,-16.0,78.0,22.45345155416741
ISS049-E-32818,51.8,-30.8,-16.0,78.0,22.45345155416741
ISS049-E-32819,51.8,-30.8,-16.0,78.0,22.45345155416741
ISS049-E-32820,51.8,-30.0,-16.0,78.0,21.9923147750951
ISS049-E-32821,51.8,-30.0,-16.0,78.0,21.9923147750951
ISS049-E-32822,51.8,-30.0,-16.0,78.0,21.9923147750951
ISS049-E-32823,51.8,-30.0,-16.0,78.0,21.9923147750951
ISS049-E-32824,51.8,-30.0,-16.0,78.0,21.9923147750951
ISS049-E-46323,41.9,24.3,-1.0,78.0,20.619055843741787
ISS049-E-46324,41.9,24.3,-1.0,78.0,20.619055843741787
ISS049-E-46325,41.8,24.5,-1.0,78.0,20.77474810563799
ISS049-E-46326,41.8,24.5,-1.0,78.0,20.77474810563799
ISS049-E-46327,41.8,24.5,-1.0,78.0,20.77474810563799
ISS049-E-46328,41.8,24.5,-1.0,78.0,20.77474810563799
ISS049-E-46329,41.8,24.5,-1.0,78.0,20.77474810563799
ISS049-E-46330,41.8,24.5,-1.0,78.0,20.77474810563799
ISS049-E-46331,41.8,24.6,-1.0,78.0,20.84908827436201
ISS049-E-46332,41.8,24.6,-1.0,78.0,20.84908827436201
ISS049-E-46333,41.8,24.6,-1.0,78.0,20.84908827436201
ISS049-E-46334,41.7,24.7,-1.0,78.0,20.931240532111048
