	Photo Date	Lat	Lon	Geographic Name	Features Identified Manually	Focal Length (mm)	Features Identified by Machine Learning	Record Type
ISS061-E-61885	20191127	40.2	17.7			28	PAN-	Not Cataloged
ISS061-E-61886	20191127	40.2	17.7			28		Not Cataloged
ISS061-E-61887	20191127	40.2	17.7			28		Not Cataloged
ISS061-E-61888	20191127	40.2	17.7			28	PAN-	Not Cataloged
ISS061-E-61889	20191127	40.2	17.8			28	PAN-	Not Cataloged
ISS061-E-61890	20191127	40.2	17.8			28	PAN-	Not Cataloged
ISS061-E-61891	20191127	40.1	17.9			28		Not Cataloged
ISS061-E-61892	20191127	40.1	17.9			28	PAN-	Not Cataloged
ISS061-E-61893	20191127	40.1	17.9			28	PAN-	Not Cataloged
ISS061-E-61894	20191127	40.1	17.9			28	PAN-	Not Cataloged
ISS061-E-61895	20191127	40.0	18.0			28	PAN-	Not Cataloged
ISS061-E-61896	20191127	40.0	18.0			28		Not Cataloged
ISS061-E-61897	20191127	40.0	18.1			28	PAN-	Not Cataloged
ISS061-E-61898	20191127	40.0	18.1			28	PAN-	Not Cataloged
ISS061-E-61899	20191127	40.0	18.1			28	PAN-	Not Cataloged
ISS061-E-61900	20191127	40.0	18.1			28	PAN-	Not Cataloged
ISS061-E-61901	20191127	39.9	18.2			28		Not Cataloged
ISS061-E-61902	20191127	39.9	18.2			28	PAN-	Not Cataloged
ISS061-E-61903	20191127	39.9	18.3			28	PAN-	Not Cataloged
ISS061-E-61904	20191127	39.9	18.3			28	PAN-	Not Cataloged
ISS061-E-61905	20191127	39.8	18.3			28	PAN-	Not Cataloged
ISS061-E-61906	20191127	39.8	18.3			28		Not Cataloged
ISS061-E-61907	20191127	39.8	18.4			28	PAN-	Not Cataloged
ISS061-E-61908	20191127	39.8	18.4			28	PAN-	Not Cataloged
ISS061-E-61909	20191127	39.8	18.4			28	PAN-	Not Cataloged
ISS061-E-61910	20191127	39.8	18.4			28	PAN-	Not Cataloged
ISS061-E-61911	20191127	39.7	18.5			28		Not Cataloged
ISS061-E-61912	20191127	39.7	18.5			28	PAN-	Not Cataloged
ISS061-E-61913	20191127	39.7	18.6			28	PAN-	Not Cataloged
ISS061-E-61914	20191127	39.7	18.6			28	PAN-	Not Cataloged
ISS061-E-61915	20191127	39.7	18.6			28	PAN-	Not Cataloged
ISS061-E-61916	20191127	39.7	18.6			28		Not Cataloged
ISS061-E-61917	20191127	39.6	18.7			28	PAN-	Not Cataloged
ISS061-E-61918	20191127	39.6	18.7			28	PAN-	Not Cataloged
ISS061-E-61919	20191127	39.6	18.8			28	PAN-	Not Cataloged
ISS061-E-61920	20191127	39.6	18.8			28	PAN-	Not Cataloged
ISS061-E-61921	20191127	39.5	18.8			28		Not Cataloged
ISS061-E-61922	20191127	39.5	18.8			28	PAN-	Not Cataloged
ISS061-E-61923	20191127	39.5	18.9			28	PAN-	Not Cataloged
ISS061-E-61924	20191127	39.5	18.9			28	PAN-	Not Cataloged
ISS061-E-61925	20191127	39.5	19.0			28	PAN-	Not Cataloged
ISS061-E-61926	20191127	39.5	19.0			28		Not Cataloged
ISS061-E-61927	20191127	39.4	19.0			28	PAN-	Not Cataloged
ISS061-E-61928	20191127	39.4	19.0			28	PAN-	Not Cataloged
ISS061-E-61929	20191127	39.4	19.1			28	PAN-	Not Cataloged
ISS061-E-61930	20191127	39.4	19.1			28	PAN-	Not Cataloged
ISS061-E-61931	20191127	39.3	19.1			28		Not Cataloged
ISS061-E-61932	20191127	39.3	19.1			28	PAN-	Not Cataloged
ISS061-E-61933	20191127	39.3	19.2			28	PAN-	Not Cataloged
ISS061-E-61934	20191127	39.3	19.2			28	PAN-	Not Cataloged
ISS061-E-61935	20191127	39.3	19.3			28	PAN-	Not Cataloged
ISS061-E-61936	20191127	39.3	19.3			28		Not Cataloged
ISS061-E-61937	20191127	39.2	19.3			28	PAN-	Not Cataloged
ISS061-E-61938	20191127	39.2	19.3			28	PAN-	Not Cataloged
ISS061-E-61939	20191127	39.2	19.4			28	PAN-	Not Cataloged
ISS061-E-61940	20191127	39.2	19.4			28	PAN-	Not Cataloged
ISS061-E-61941	20191127	39.2	19.5			28		Not Cataloged
ISS061-E-61942	20191127	39.2	19.5			28	PAN-	Not Cataloged
ISS061-E-61943	20191127	39.1	19.5			28	PAN-	Not Cataloged
ISS061-E-61944	20191127	39.1	19.5			28	PAN-	Not Cataloged
ISS061-E-61945	20191127	39.1	19.6			28	PAN-	Not Cataloged
ISS061-E-61946	20191127	39.1	19.6			28		Not Cataloged
ISS061-E-61947	20191127	39.0	19.6			28	PAN-	Not Cataloged
ISS061-E-61948	20191127	39.0	19.6			28	PAN-	Not Cataloged
ISS061-E-61949	20191127	39.0	19.7			28	PAN-	Not Cataloged
ISS061-E-61950	20191127	39.0	19.7			28	PAN-	Not Cataloged
ISS061-E-61951	20191127	39.0	19.8			28		Not Cataloged
ISS061-E-61952	20191127	39.0	19.8			28	PAN-	Not Cataloged
ISS061-E-61953	20191127	38.9	19.8			28	PAN-	Not Cataloged
ISS061-E-61954	20191127	38.9	19.8			28	PAN-	Not Cataloged
ISS061-E-61955	20191127	38.9	19.9			28	PAN-	Not Cataloged
ISS061-E-61956	20191127	38.9	19.9			28		Not Cataloged
ISS061-E-61957	20191127	38.8	19.9			28	PAN-	Not Cataloged
ISS061-E-61958	20191127	38.8	19.9			28	PAN-	Not Cataloged
ISS061-E-61959	20191127	38.8	20.0			28	PAN-	Not Cataloged
ISS061-E-61960	20191127	38.8	20.0			28	PAN-	Not Cataloged
ISS061-E-61961	20191127	38.8	20.1			28		Not Cataloged
ISS061-E-61962	20191127	38.8	20.1			28	PAN-	Not Cataloged
ISS061-E-61963	20191127	38.7	20.1			28	PAN-	Not Cataloged
ISS061-E-61964	20191127	38.7	20.1			28	PAN-	Not Cataloged
ISS061-E-61965	20191127	38.7	20.2			28	PAN-	Not Cataloged
ISS061-E-61966	20191127	38.7	20.2			28		Not Cataloged
ISS061-E-61967	20191127	38.6	20.3			28	PAN-	Not Cataloged
ISS061-E-61968	20191127	38.6	20.3			28	PAN-	Not Cataloged
ISS061-E-61969	20191127	38.6	20.3			28	PAN-	Not Cataloged
ISS061-E-61970	20191127	38.6	20.3			28	PAN-	Not Cataloged
ISS061-E-61971	20191127	38.6	20.4			28	PAN-	Not Cataloged
ISS061-E-61972	20191127	38.6	20.4			28	PAN-	Not Cataloged
ISS061-E-61973	20191127	38.5	20.4			28	PAN-	Not Cataloged
ISS061-E-61974	20191127	38.5	20.4			28	PAN-	Not Cataloged
ISS061-E-61975	20191127	38.5	20.5			28	PAN-	Not Cataloged
ISS061-E-61976	20191127	38.5	20.5			28		Not Cataloged
ISS061-E-61977	20191127	38.4	20.6			28	PAN-	Not Cataloged
ISS061-E-61978	20191127	38.4	20.6			28		Not Cataloged
ISS061-E-61979	20191127	38.4	20.6			28	PAN-	Not Cataloged
ISS061-E-61980	20191127	38.4	20.6			28	PAN-	Not Cataloged
ISS061-E-61981	20191127	38.4	20.7			28		Not Cataloged
ISS061-E-61982	20191127	38.4	20.7			28	PAN-	Not Cataloged
ISS061-E-61983	20191127	38.3	20.7			28	PAN-	Not Cataloged
ISS061-E-61984	20191127	38.3	20.7			28	PAN-	Not Cataloged
ISS061-E-61985	20191127	38.3	20.8			28	PAN-	Not Cataloged
ISS061-E-61986	20191127	38.3	20.8			28	PAN-	Not Cataloged
ISS061-E-61987	20191127	38.2	20.9			28	PAN-	Not Cataloged
ISS061-E-61988	20191127	38.2	20.9			28	PAN-	Not Cataloged
ISS061-E-61989	20191127	38.2	20.9			28	PAN-	Not Cataloged
ISS061-E-61990	20191127	38.2	20.9			28	PAN-	Not Cataloged
ISS061-E-61991	20191127	38.2	21.0			28	PAN-	Not Cataloged
ISS061-E-61992	20191127	38.2	21.0			28	PAN-	Not Cataloged
ISS061-E-61993	20191127	38.1	21.0			28	PAN-	Not Cataloged
ISS061-E-61994	20191127	38.1	21.0			28	PAN-	Not Cataloged
ISS061-E-61995	20191127	38.1	21.1			28	PAN-	Not Cataloged
ISS061-E-61996	20191127	38.1	21.1			28	PAN-	Not Cataloged
ISS061-E-61997	20191127	38.0	21.2			28	PAN-	Not Cataloged
ISS061-E-61998	20191127	38.0	21.2			28	PAN-	Not Cataloged
ISS061-E-61999	20191127	38.0	21.2			28	PAN-	Not Cataloged
ISS061-E-62000	20191127	38.0	21.2			28	PAN-	Not Cataloged
ISS061-E-62001	20191127	38.0	21.3			28		Not Cataloged
ISS061-E-62002	20191127	38.0	21.3			28	PAN-	Not Cataloged
ISS061-E-62003	20191127	37.9	21.3			28	PAN-	Not Cataloged
ISS061-E-62004	20191127	37.9	21.3			28	PAN-	Not Cataloged
ISS061-E-62005	20191127	37.9	21.4			28	PAN-	Not Cataloged
ISS061-E-62006	20191127	37.9	21.4			28	PAN-	Not Cataloged
ISS061-E-62007	20191127	37.8	21.5			28	PAN-	Not Cataloged
ISS061-E-62008	20191127	37.8	21.5			28	PAN-	Not Cataloged
ISS061-E-62009	20191127	37.8	21.5			28	PAN-	Not Cataloged
ISS061-E-62010	20191127	37.8	21.5			28	PAN-	Not Cataloged
ISS061-E-62011	20191127	37.8	21.6			28		Not Cataloged
ISS061-E-62012	20191127	37.8	21.6			28	PAN-	Not Cataloged
ISS061-E-62013	20191127	37.7	21.6			28	PAN-	Not Cataloged
ISS061-E-62014	20191127	37.7	21.6			28	PAN-	Not Cataloged
ISS061-E-62015	20191127	37.7	21.7			28	PAN-	Not Cataloged
ISS061-E-62016	20191127	37.7	21.7			28		Not Cataloged
ISS061-E-62017	20191127	37.6	21.8			28	PAN-	Not Cataloged
ISS061-E-62018	20191127	37.6	21.8			28	PAN-	Not Cataloged
ISS061-E-62019	20191127	37.6	21.8			28	PAN-	Not Cataloged
ISS061-E-62020	20191127	37.6	21.8			28	PAN-	Not Cataloged
ISS061-E-62021	20191127	37.6	21.9			28		Not Cataloged
ISS061-E-62022	20191127	37.6	21.9			28	PAN-	Not Cataloged
ISS061-E-62023	20191127	37.5	21.9			28	PAN-	Not Cataloged
ISS061-E-62024	20191127	37.5	21.9			28	PAN-	Not Cataloged
ISS061-E-62025	20191127	37.5	22.0			28		Not Cataloged
ISS061-E-62026	20191127	37.5	22.0			28		Not Cataloged
ISS061-E-62027	20191127	37.4	22.1			28	PAN-	Not Cataloged
ISS061-E-62028	20191127	37.4	22.1			28	PAN-	Not Cataloged
ISS061-E-62029	20191127	37.4	22.1			28	PAN-	Not Cataloged
ISS061-E-62030	20191127	37.4	22.1			28	PAN-	Not Cataloged
ISS061-E-62031	20191127	37.4	22.2			28		Not Cataloged
ISS061-E-62032	20191127	37.4	22.2			28	PAN-	Not Cataloged
ISS061-E-62033	20191127	37.3	22.2			28		Not Cataloged
ISS061-E-62034	20191127	37.3	22.2			28	PAN-	Not Cataloged
ISS061-E-62035	20191127	37.3	22.3			28	PAN-	Not Cataloged
ISS061-E-62036	20191127	37.3	22.3			28		Not Cataloged
ISS061-E-62037	20191127	37.2	22.4			28	PAN-	Not Cataloged
ISS061-E-62038	20191127	37.2	22.4			28	PAN-	Not Cataloged
ISS061-E-62039	20191127	37.2	22.4			28	PAN-	Not Cataloged
ISS061-E-62040	20191127	37.2	22.4			28	PAN-	Not Cataloged
ISS061-E-62041	20191127	37.2	22.5			28		Not Cataloged
ISS061-E-62042	20191127	37.2	22.5			28	PAN-	Not Cataloged
ISS061-E-62043	20191127	37.1	22.5			28		Not Cataloged
ISS061-E-62044	20191127	37.1	22.5			28	PAN-	Not Cataloged
ISS061-E-62045	20191127	37.1	22.6			28		Not Cataloged
ISS061-E-62046	20191127	37.1	22.6			28		Not Cataloged
ISS061-E-62047	20191127	37.0	22.6			28		Not Cataloged
ISS061-E-62048	20191127	37.0	22.6			28		Not Cataloged
ISS061-E-62049	20191127	37.0	22.7			28	PAN-	Not Cataloged
ISS061-E-62050	20191127	37.0	22.7			28	PAN-	Not Cataloged
ISS061-E-62051	20191127	37.0	22.8			28		Not Cataloged
ISS061-E-62052	20191127	37.0	22.8			28		Not Cataloged
ISS061-E-62053	20191127	36.9	22.8			28	PAN-	Not Cataloged
ISS061-E-62054	20191127	36.9	22.8			28	PAN-	Not Cataloged
ISS061-E-62055	20191127	36.9	22.9			28	PAN-	Not Cataloged
ISS061-E-62056	20191127	36.9	22.9			28		Not Cataloged
ISS061-E-62057	20191127	36.8	22.9			28	PAN-	Not Cataloged
ISS061-E-62058	20191127	36.8	22.9			28		Not Cataloged
ISS061-E-62059	20191127	36.8	23.0			28	PAN-	Not Cataloged
ISS061-E-62060	20191127	36.8	23.0			28	PAN-	Not Cataloged
ISS061-E-62061	20191127	36.8	23.1			28		Not Cataloged
ISS061-E-62062	20191127	36.8	23.1			28	PAN-	Not Cataloged
ISS061-E-62063	20191127	36.7	23.1			28	PAN-	Not Cataloged
ISS061-E-62064	20191127	36.7	23.1			28		Not Cataloged
ISS061-E-62065	20191127	36.7	23.2			28	PAN-	Not Cataloged
ISS061-E-62066	20191127	36.7	23.2			28		Not Cataloged
ISS061-E-62067	20191127	36.6	23.2			28	PAN-	Not Cataloged
ISS061-E-62068	20191127	36.6	23.2			28	PAN-	Not Cataloged
ISS061-E-62069	20191127	36.6	23.3			28	PAN-	Not Cataloged
ISS061-E-62070	20191127	36.6	23.3			28	PAN-	Not Cataloged
ISS061-E-62071	20191127	36.5	23.3			28		Not Cataloged
ISS061-E-62072	20191127	36.5	23.3			28	PAN-	Not Cataloged
ISS061-E-62073	20191127	36.5	23.4			28	PAN-	Not Cataloged
ISS061-E-62074	20191127	36.5	23.4			28	PAN-	Not Cataloged
ISS061-E-62075	20191127	36.5	23.5			28	PAN-	Not Cataloged
ISS061-E-62076	20191127	36.5	23.5			28		Not Cataloged
ISS061-E-62077	20191127	36.4	23.5			28	PAN-	Not Cataloged
ISS061-E-62078	20191127	36.4	23.5			28	PAN-	Not Cataloged
ISS061-E-62079	20191127	36.4	23.6			28	PAN-	Not Cataloged
ISS061-E-62080	20191127	36.4	23.6			28	PAN-	Not Cataloged
ISS061-E-62081	20191127	36.3	23.6			28		Not Cataloged
ISS061-E-62082	20191127	36.3	23.6			28	PAN-	Not Cataloged
ISS061-E-62083	20191127	36.3	23.7			28	PAN-	Not Cataloged
ISS061-E-62084	20191127	36.3	23.7			28	PAN-	Not Cataloged
ISS061-E-62085	20191127	36.3	23.7			28	PAN-	Not Cataloged
ISS061-E-62086	20191127	36.3	23.7			28		Not Cataloged
ISS061-E-62087	20191127	36.2	23.8			28	PAN-	Not Cataloged
ISS061-E-62088	20191127	36.2	23.8			28	PAN-	Not Cataloged
ISS061-E-62089	20191127	36.2	23.9			28	PAN-	Not Cataloged
ISS061-E-62090	20191127	36.2	23.9			28	PAN-	Not Cataloged
ISS061-E-62091	20191127	36.1	23.9			28		Not Cataloged
ISS061-E-62092	20191127	36.1	23.9			28	PAN-	Not Cataloged
ISS061-E-62093	20191127	36.1	24.0			28	PAN-	Not Cataloged
ISS061-E-62094	20191127	36.1	24.0			28	PAN-	Not Cataloged
ISS061-E-62095	20191127	36.0	24.0			28	PAN-	Not Cataloged
ISS061-E-62096	20191127	36.0	24.0			28		Not Cataloged
ISS061-E-62097	20191127	36.0	24.1			28	PAN-	Not Cataloged
ISS061-E-62098	20191127	36.0	24.1			28	PAN-	Not Cataloged
ISS061-E-62099	20191127	36.0	24.1			28	PAN-	Not Cataloged
ISS061-E-62100	20191127	36.0	24.1			28	PAN-	Not Cataloged
ISS061-E-62101	20191127	35.9	24.2			28		Not Cataloged
ISS061-E-62102	20191127	35.9	24.2			28	PAN-	Not Cataloged
ISS061-E-62103	20191127	35.9	24.3			28	PAN-	Not Cataloged
ISS061-E-62104	20191127	35.9	24.3			28	PAN-	Not Cataloged
ISS061-E-62105	20191127	35.8	24.3			28	PAN-	Not Cataloged
ISS061-E-62106	20191127	35.8	24.3			28		Not Cataloged
ISS061-E-62107	20191127	35.8	24.4			28	PAN-	Not Cataloged
ISS061-E-62108	20191127	35.8	24.4			28	PAN-	Not Cataloged
ISS061-E-62109	20191127	35.8	24.4			28	PAN-	Not Cataloged
ISS061-E-62110	20191127	35.8	24.4			28	PAN-	Not Cataloged
ISS061-E-62111	20191127	35.7	24.5			28		Not Cataloged
ISS061-E-62112	20191127	35.7	24.5			28	PAN-	Not Cataloged
ISS061-E-62113	20191127	35.7	24.5			28	PAN-	Not Cataloged
ISS061-E-62114	20191127	35.7	24.5			28	PAN-	Not Cataloged
ISS061-E-62115	20191127	35.6	24.6			28	PAN-	Not Cataloged
ISS061-E-62116	20191127	35.6	24.6			28		Not Cataloged
ISS061-E-62117	20191127	35.6	24.7			28	PAN-	Not Cataloged
ISS061-E-62118	20191127	35.6	24.7			28	PAN-	Not Cataloged
ISS061-E-62119	20191127	35.5	24.7			28	PAN-	Not Cataloged
ISS061-E-62120	20191127	35.5	24.7			28	PAN-	Not Cataloged
ISS061-E-62121	20191127	35.5	24.8			28		Not Cataloged
ISS061-E-62122	20191127	35.5	24.8			28	PAN-	Not Cataloged
ISS061-E-62123	20191127	35.5	24.8			28	PAN-	Not Cataloged
ISS061-E-62124	20191127	35.5	24.8			28	PAN-	Not Cataloged
ISS061-E-62125	20191127	35.4	24.9			28	PAN-	Not Cataloged
ISS061-E-62126	20191127	35.4	24.9			28		Not Cataloged
ISS061-E-62127	20191127	35.4	24.9			28	PAN-	Not Cataloged
ISS061-E-62128	20191127	35.4	24.9			28	PAN-	Not Cataloged
ISS061-E-62129	20191127	35.3	25.0			28	PAN-	Not Cataloged
ISS061-E-62130	20191127	35.3	25.0			28	PAN-	Not Cataloged
ISS061-E-62131	20191127	35.3	25.0			28		Not Cataloged
ISS061-E-62132	20191127	35.3	25.0			28	PAN-	Not Cataloged
ISS061-E-62133	20191127	35.3	25.1			28	PAN-	Not Cataloged
ISS061-E-62134	20191127	35.3	25.1			28	PAN-	Not Cataloged
ISS061-E-62135	20191127	35.2	25.2			28	PAN-	Not Cataloged
ISS061-E-62136	20191127	35.2	25.2			28		Not Cataloged
ISS061-E-62137	20191127	35.2	25.2			28	PAN-	Not Cataloged
ISS061-E-62138	20191127	35.2	25.2			28	PAN-	Not Cataloged
ISS061-E-62139	20191127	35.1	25.3			28	PAN-	Not Cataloged
ISS061-E-62140	20191127	35.1	25.3			28	PAN-	Not Cataloged
ISS061-E-62141	20191127	35.1	25.3			28		Not Cataloged
ISS061-E-62142	20191127	35.1	25.3			28		Not Cataloged
ISS061-E-62143	20191127	35.0	25.4			28		Not Cataloged
ISS061-E-62144	20191127	35.0	25.4			28	PAN-	Not Cataloged
ISS061-E-62145	20191127	35.0	25.4			28	PAN-	Not Cataloged
ISS061-E-62146	20191127	35.0	25.4			28		Not Cataloged
ISS061-E-62147	20191127	35.0	25.5			28		Not Cataloged
ISS061-E-62148	20191127	35.0	25.5			28		Not Cataloged
ISS061-E-62149	20191127	34.9	25.5			28		Not Cataloged
ISS061-E-62150	20191127	34.9	25.5			28		Not Cataloged
ISS061-E-62151	20191127	34.9	25.6			28		Not Cataloged
ISS061-E-62152	20191127	34.9	25.6			28		Not Cataloged
ISS061-E-62153	20191127	34.8	25.7			28		Not Cataloged
ISS061-E-62154	20191127	34.8	25.7			28		Not Cataloged
ISS061-E-62155	20191127	34.8	25.7			28		Not Cataloged
ISS061-E-62156	20191127	34.8	25.7			28		Not Cataloged
ISS061-E-62157	20191127	34.7	25.8			28		Not Cataloged
ISS061-E-62158	20191127	34.7	25.8			28		Not Cataloged
ISS061-E-62159	20191127	34.7	25.8			28		Not Cataloged
ISS061-E-62160	20191127	34.7	25.8			28	PAN-	Not Cataloged
ISS061-E-62161	20191127	34.7	25.9			28		Not Cataloged
ISS061-E-62162	20191127	34.7	25.9			28		Not Cataloged
ISS061-E-62163	20191127	34.6	25.9			28		Not Cataloged
ISS061-E-62164	20191127	34.6	25.9			28	PAN-	Not Cataloged
ISS061-E-62165	20191127	34.6	26.0			28		Not Cataloged
ISS061-E-62166	20191127	34.6	26.0			28		Not Cataloged
ISS061-E-62167	20191127	34.5	26.0			28		Not Cataloged
ISS061-E-62168	20191127	34.5	26.0			28		Not Cataloged
ISS061-E-62169	20191127	34.5	26.1			28		Not Cataloged
ISS061-E-62170	20191127	34.5	26.1			28		Not Cataloged
ISS061-E-62171	20191127	34.4	26.1			28		Not Cataloged
ISS061-E-62172	20191127	34.4	26.1			28		Not Cataloged
ISS061-E-62173	20191127	34.4	26.2			28		Not Cataloged
ISS061-E-62174	20191127	34.4	26.2			28		Not Cataloged
ISS061-E-62175	20191127	34.4	26.3			28		Not Cataloged
ISS061-E-62176	20191127	34.4	26.3			28		Not Cataloged
ISS061-E-62177	20191127	34.3	26.3			28		Not Cataloged
ISS061-E-62178	20191127	34.3	26.3			28		Not Cataloged
ISS061-E-62179	20191127	34.3	26.4			28	PAN-	Not Cataloged
ISS061-E-62180	20191127	34.3	26.4			28	PAN-	Not Cataloged
ISS061-E-62181	20191127	34.2	26.4			28	PAN-	Not Cataloged
ISS061-E-62182	20191127	34.2	26.4			28	PAN-	Not Cataloged
ISS061-E-62183	20191127	34.2	26.5			28	PAN-	Not Cataloged
ISS061-E-62184	20191127	34.2	26.5			28	PAN-	Not Cataloged
ISS061-E-62185	20191127	34.1	26.5			28	PAN-	Not Cataloged
ISS061-E-62186	20191127	34.1	26.5			28		Not Cataloged
ISS061-E-62187	20191127	34.1	26.6			28	PAN-	Not Cataloged
ISS061-E-62188	20191127	34.1	26.6			28	PAN-	Not Cataloged
ISS061-E-62189	20191127	34.1	26.6			28	PAN-	Not Cataloged
ISS061-E-62190	20191127	34.1	26.6			28		Not Cataloged
ISS061-E-62191	20191127	34.0	26.7			28	PAN-	Not Cataloged
ISS061-E-62192	20191127	34.0	26.7			28	PAN-	Not Cataloged
ISS061-E-62193	20191127	34.0	26.7			28	PAN-	Not Cataloged
ISS061-E-62194	20191127	34.0	26.7			28	PAN-	Not Cataloged
ISS061-E-62195	20191127	33.9	26.8			28	PAN-	Not Cataloged
ISS061-E-62196	20191127	33.9	26.8			28	PAN-	Not Cataloged
ISS061-E-62197	20191127	33.9	26.9			28	PAN-	Not Cataloged
ISS061-E-62198	20191127	33.9	26.9			28	PAN-	Not Cataloged
ISS061-E-62199	20191127	33.8	26.9			28	PAN-	Not Cataloged
ISS061-E-62200	20191127	33.8	26.9			28	PAN-	Not Cataloged
ISS061-E-62201	20191127	33.8	27.0			28	PAN-	Not Cataloged
ISS061-E-62202	20191127	33.8	27.0			28	PAN-	Not Cataloged
ISS061-E-62203	20191127	33.8	27.0			28	PAN-	Not Cataloged
ISS061-E-62204	20191127	33.8	27.0			28	PAN-	Not Cataloged
ISS061-E-62205	20191127	33.7	27.1			28	PAN-	Not Cataloged
ISS061-E-62206	20191127	33.7	27.1			28	PAN-	Not Cataloged
ISS061-E-62207	20191127	33.7	27.1			28	PAN-	Not Cataloged
ISS061-E-62208	20191127	33.7	27.1			28	PAN-	Not Cataloged
ISS061-E-62209	20191127	33.6	27.2			28	PAN-	Not Cataloged
ISS061-E-62210	20191127	33.6	27.2			28	PAN-	Not Cataloged
ISS061-E-62211	20191127	33.6	27.2			28	PAN-	Not Cataloged
ISS061-E-62212	20191127	33.6	27.2			28	PAN-	Not Cataloged
ISS061-E-62213	20191127	33.5	27.3			28	PAN-	Not Cataloged
ISS061-E-62214	20191127	33.5	27.3			28	PAN-	Not Cataloged
ISS061-E-62215	20191127	33.5	27.3			28	PAN-	Not Cataloged
ISS061-E-62216	20191127	33.5	27.3			28	PAN-	Not Cataloged
ISS061-E-62217	20191127	33.5	27.4			28	PAN-	Not Cataloged
ISS061-E-62218	20191127	33.5	27.4			28	PAN-	Not Cataloged
ISS061-E-62219	20191127	33.4	27.4			28	PAN-	Not Cataloged
ISS061-E-62220	20191127	33.4	27.4			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62221	20191127	33.4	27.5			28	PAN-	Not Cataloged
ISS061-E-62222	20191127	33.4	27.5			28	PAN-	Not Cataloged
ISS061-E-62223	20191127	33.3	27.5			28	PAN-	Not Cataloged
ISS061-E-62224	20191127	33.3	27.5			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62226	20191127	33.3	27.6			28	PAN-	Not Cataloged
ISS061-E-62227	20191127	33.2	27.7			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62228	20191127	33.2	27.7			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62229	20191127	33.2	27.7			28	PAN-	Not Cataloged
ISS061-E-62230	20191127	33.2	27.7			28	PAN-	Not Cataloged
ISS061-E-62231	20191127	33.2	27.8			28	PAN-	Not Cataloged
ISS061-E-62232	20191127	33.2	27.8			28	CAIRO	Cataloged By Machine Learning
ISS061-E-62233	20191127	33.1	27.8			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62234	20191127	33.1	27.8			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62235	20191127	33.1	27.9			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62236	20191127	33.1	27.9			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62237	20191127	33.0	27.9			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62238	20191127	33.0	27.9			28	CAIRO	Cataloged By Machine Learning
ISS061-E-62239	20191127	33.0	28.0			28	PAN-	Not Cataloged
ISS061-E-62240	20191127	33.0	28.0			28	PAN-	Not Cataloged
ISS061-E-62241	20191127	32.9	28.0			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62242	20191127	32.9	28.0			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62243	20191127	32.9	28.1			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62244	20191127	32.9	28.1			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62245	20191127	32.8	28.1			28	PAN-	Not Cataloged
ISS061-E-62246	20191127	32.8	28.1			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62247	20191127	32.8	28.2			28	CAIRO, PAN-	Cataloged By Machine Learning
ISS061-E-62248	20191127	32.8	28.2			28	PAN-	Not Cataloged
ISS061-E-62280	20191127	32.1	29.0			28	PAN-	Not Cataloged
ISS061-E-62281	20191127	32.1	29.1			28	PAN-	Not Cataloged
ISS061-E-62282	20191127	32.1	29.1			28	PAN-	Not Cataloged
ISS061-E-62283	20191127	32.0	29.1			28	PAN-	Not Cataloged
ISS061-E-62284	20191127	32.0	29.1			28	PAN-	Not Cataloged
ISS061-E-62285	20191127	32.0	29.2			28	PAN-	Not Cataloged
ISS061-E-62286	20191127	32.0	29.2			28	PAN-	Not Cataloged
ISS061-E-62287	20191127	31.9	29.2			28	PAN-	Not Cataloged
ISS061-E-62288	20191127	31.9	29.2			28	PAN-	Not Cataloged
ISS061-E-62289	20191127	31.9	29.3			28	PAN-	Not Cataloged
