nasa_id,lat,lon,elev,fclt,distance_deg
ISS052-E-25188,41.1,14.1,-31.0,50.0,13.018685016471434
ISS052-E-25189,41.1,14.2,-31.0,50.0,13.094033821970095
ISS052-E-25190,41.1,14.3,-31.0,50.0,13.169381450938706
ISS052-E-25191,41.0,14.3,-31.0,50.0,13.171327389928631
ISS052-E-25192,41.0,14.4,-31.0,50.0,13.246777158076602
ISS052-E-25193,40.9,14.5,-31.0,50.0,13.325113869597745
ISS052-E-25194,40.9,14.5,-31.0,50.0,13.325113869597745
ISS052-E-25195,40.9,14.6,-31.0,50.0,13.400657923986785
ISS052-E-25196,40.8,14.7,-31.0,50.0,13.480011414638085
ISS052-E-25197,40.8,14.7,-31.0,50.0,13.480011414638085
ISS052-E-25198,40.8,14.8,-31.0,50.0,13.555643457659224
ISS052-E-25199,40.7,14.9,-31.0,50.0,13.635988180937685
ISS052-E-25200,40.7,14.9,-31.0,50.0,13.635988180937685
ISS052-E-25201,40.6,15.0,-31.0,50.0,13.717219252334118
ISS052-E-25202,40.6,15.1,-31.0,50.0,13.793013479257105
ISS052-E-25203,40.6,15.1,-31.0,50.0,13.793013479257105
ISS052-E-25204,40.5,15.2,-31.0,50.0,13.87519202580435
ISS052-E-25205,40.5,15.3,-31.0,50.0,13.951057734129162
ISS052-E-25206,40.5,15.3,-31.0,50.0,13.951057734129162
ISS052-E-25207,40.4,15.4,-31.0,50.0,14.034160282350276
ISS052-E-25208,40.4,15.5,-32.0,50.0,14.110092443607629
ISS052-E-25209,40.3,15.5,-32.0,50.0,14.118097978122387
ISS052-E-25210,40.3,15.6,-32.0,50.0,14.194096260691275
ISS052-E-25211,40.3,15.7,-32.0,50.0,14.270090139940201
ISS052-E-25212,40.2,15.7,-32.0,50.0,14.278917518717416
ISS052-E-25213,40.2,15.8,-32.0,50.0,14.354973211299649
ISS052-E-25214,40.1,15.9,-32.0,50.0,14.440656495146262
ISS052-E-25215,40.1,15.9,-32.0,50.0,14.440656495146262
ISS052-E-25216,40.1,16.0,-32.0,50.0,14.516765358303122
ISS052-E-25217,40.0,16.0,-32.0,50.0,14.527127073835713
ISS052-E-25218,40.0,16.1,-32.0,50.0,14.603289816074444
ISS052-E-25219,40.0,16.2,-32.0,50.0,14.679447862478186
ISS052-E-25220,39.9,16.2,-32.0,50.0,14.690585101724489
ISS052-E-25221,39.9,16.3,-32.0,50.0,14.766793304844619
ISS052-E-25222,39.8,16.4,-32.0,50.0,14.854893558233886
ISS052-E-25223,39.8,16.4,-32.0,50.0,14.854893558233886
ISS052-E-25224,39.8,16.5,-32.0,50.0,14.931143663996233
ISS052-E-25225,39.7,16.6,-32.0,50.0,15.020029775087322
ISS052-E-25226,39.7,16.6,-32.0,50.0,15.020029775087322
ISS052-E-25227,39.6,16.7,-32.0,50.0,15.109643239346802
ISS052-E-25228,39.6,16.7,-32.0,50.0,15.109643239346802
ISS052-E-25229,39.6,16.8,-33.0,50.0,15.185971907835672
ISS052-E-25230,39.5,16.9,-33.0,50.0,15.276337853557722
ISS052-E-25231,39.5,16.9,-33.0,50.0,15.276337853557722
ISS052-E-25232,39.5,17.0,-33.0,50.0,15.352698903219439
ISS052-E-25233,39.4,17.1,-33.0,50.0,15.443799825214002
ISS052-E-25234,39.4,17.1,-33.0,50.0,15.443799825214002
ISS052-E-25235,39.3,17.2,-33.0,50.0,15.535587597251924
ISS052-E-25236,39.3,17.2,-33.0,50.0,15.535587597251924
ISS052-E-25237,39.3,17.3,-33.0,50.0,15.612009416740165
ISS052-E-25238,39.2,17.4,-33.0,50.0,15.70450141214513
ISS052-E-25239,39.2,17.4,-33.0,50.0,15.70450141214513
ISS052-E-25240,39.1,17.5,-33.0,50.0,15.797655718080957
ISS052-E-25241,39.1,17.6,-33.0,50.0,15.874127786983777
ISS052-E-25242,39.1,17.6,-33.0,50.0,15.874127786983777
ISS052-E-25243,39.0,17.7,-33.0,50.0,15.967957115765053
ISS052-E-25244,39.0,17.7,-33.0,50.0,15.967957115765053
ISS052-E-25245,38.9,17.8,-33.0,50.0,16.062425267590797
